keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
wrongful death lawyer in greenwood village,Greenwood Village,PersonalInjury-LongTail -- Greenwood Village.xlsx,3,Denver Wrongful Death Lawyers | Dan Caplis Law,https://www.dancaplislaw.com/wrongful-death/,"Denver, Colorado Negligence Laws In Wrongful Death Claims. Colorado uses a modified comparative negligence rule in personal injury and wrongful death cases.",,,,,,,,,dancaplislaw.com,29,31,1,3218,307,9378,,
attorney trademark,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"Our attorneys have over 60 years of combined experience. We have filed hundreds of patent, trademark and copyright applications securing valuable legal rights ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
attorney trademark,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,"If you are looking for an intellectual property attorney, Kyle W. Rost, LLC can assist you in legal matters related to trademark, patent and licensing law.",,,,,,,,,lewisrost.com,16,26,1,257,54,495,,
attorney trademark,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"Peter R. Bornstein is ready to advocate for your rights in all cases of copyright, trademark and commercial litigation.",,,,,,,,,pbornsteinlaw.com,8,21,3,182,30,431,,
copyright infringement lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"To schedule a free initial consultation, call the Law Offices of Peter R. Bornstein today at 720-500-5337 or contact the firm online. Peter R. Bornstein is ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,pbornsteinlaw.com,8,21,3,182,30,431,,
copyright infringement lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"Our attorneys have over 60 years of combined experience. We have filed hundreds of patent, trademark and copyright applications securing valuable legal rights ...",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"9350 E. Arapahoe Rd. Suite 300. Greenwood Village, CO 80112. Office Hours are Mon-Fri, 8:00am – 5:00pm. Our Location ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,"Denver Copyright Lawyers - Leyendecker & Lemire, LLC",https://www.coloradoiplaw.com/practice-areas/copyright-law/,"Get a FREE consultation with an experienced copyright attorney in Denver, Colorado. Start today by telling us about your copyright case.",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright infringement attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"To schedule a free initial consultation, call the Law Offices of Peter R. Bornstein today at 720-500-5337 or contact the firm online. Peter R. Bornstein is ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,pbornsteinlaw.com,8,21,3,182,30,431,,
copyright infringement attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"Our attorneys have over 60 years of combined experience. We have filed hundreds of patent, trademark and copyright applications securing valuable legal rights ...",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright infringement attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,"Denver Copyright Lawyers - Leyendecker & Lemire, LLC",https://www.coloradoiplaw.com/practice-areas/copyright-law/,"... law. GET STARTED. Contact Us. Phone: 303-768-0123. Email: info@coloradoiplaw.com. Mailing Address: 9350 E. Arapahoe Rd. Suite 300. Greenwood Village, CO 80112.",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"Our attorneys have over 60 years of combined experience. We have filed hundreds of patent, trademark and copyright applications securing valuable legal rights ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"To schedule a free initial consultation, call the Law Offices of Peter R. Bornstein today at 720-500-5337 or contact the firm online. Peter R. Bornstein is ...",,,,,,,,,pbornsteinlaw.com,8,21,3,182,30,431,,
copyright lawyer near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"Our attorneys have over 60 years of combined experience. We have filed hundreds of patent, trademark and copyright applications securing valuable legal rights ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
copyright lawyer near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,"Denver Copyright Lawyers - Leyendecker & Lemire, LLC",https://www.coloradoiplaw.com/practice-areas/copyright-law/,"... law. GET STARTED. Contact Us. Phone: 303-768-0123. Email: info@coloradoiplaw.com. Mailing Address: 9350 E. Arapahoe Rd. Suite 300. Greenwood Village, CO 80112.",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
greenwood village trademark attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
greenwood village trademark attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,"If you are looking for an intellectual property attorney, Kyle W. Rost, LLC can assist you in legal matters related to trademark, patent and licensing law.",,,,,,,,,lewisrost.com,16,26,1,257,54,495,,
greenwood village trademark attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"Peter R. Bornstein is ready to advocate for your rights in all cases of copyright, trademark and commercial litigation.",,,,,,,,,pbornsteinlaw.com,8,21,3,182,30,431,,
intellectual property attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
intellectual property attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,Denver Intellectual Property Law Firm - Messner Reeves LLP,https://messner.com/locations/denver-intellectual-property-attorney/,"We are here to help you file the relevant applications, analyze records, and protect your intellectual property from infringement.",,,,,,,,,messner.com,37,40,1,13486,683,14110,,
greenwood village trademark lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
greenwood village trademark lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,"If you are looking for an intellectual property attorney, Kyle W. Rost, LLC can assist you in legal matters related to trademark, patent and licensing law.",,,,,,,,,lewisrost.com,16,26,1,257,54,495,,
greenwood village trademark lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"6060 Greenwood Plaza Boulevard, Suite 500, Greenwood Village, Colorado 80111. Law Offices of Peter R. Bornstein. Free Consultation. 720-500-5337 720-354-4440 ...",,,,,,,,,pbornsteinlaw.com,8,21,3,182,30,431,,
intellectual property law firm,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
intellectual property law firm,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,Denver Intellectual Property Law Firm - Messner Reeves LLP,https://messner.com/locations/denver-intellectual-property-attorney/,"We are here to help you file the relevant applications, analyze records, and protect your intellectual property from infringement.",,,,,,,,,messner.com,37,40,1,13486,683,14110,,
intellectual property lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
intellectual property lawyer,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,3,Denver Intellectual Property Law Firm - Messner Reeves LLP,https://messner.com/locations/denver-intellectual-property-attorney/,"We are here to help you file the relevant applications, analyze records, and protect your intellectual property from infringement.",,,,,,,,,messner.com,37,40,1,13486,683,14110,,
ip attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,KYLE W.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lewisrost.com,16,26,1,257,54,495,,
ip attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"9350 E. Arapahoe Rd. Suite 300. Greenwood Village, CO 80112. Office Hours are Mon-Fri, 8:00am – 5:00pm. Our Location ...",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
lawyer for trademark,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,Copyright & Trademark Infringement,https://www.pbornsteinlaw.com/practice-areas/copyright-trademark-infringement/,"To schedule a free initial consultation, call the Law Offices of Peter R. Bornstein today at 720-500-5337 or contact the firm online. Peter R. Bornstein is ...",,,,,,,,,pbornsteinlaw.com,8,21,3,182,30,431,,
ip law attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,KYLE W.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lewisrost.com,16,26,1,257,54,495,,
ip law attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
patent attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"We resolve intellectual property disputes, navigate complex business transactions, file trademark applications and procure patents for our Denver customers.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,coloradoiplaw.com,27,27,1,3343,131,11759,,
patent attorney,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,"If you are looking for an intellectual property attorney, Kyle W. Rost, LLC can assist you in legal matters related to trademark, patent and licensing law.",,,,,,,,,lewisrost.com,16,26,1,257,54,495,,
patent attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,1,"Intellectual Property Attorney | Greenwood Village, CO | Kyle W ...",https://www.lewisrost.com/,KYLE W.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lewisrost.com,16,26,1,257,54,495,,
patent attorney near me,Greenwood Village,IntellectualProperty-HighVolume-- Greenwood Village.xlsx,2,"Leyendecker & Lemire, LLC: Denver Intellectual Property Lawyers",https://www.coloradoiplaw.com/,"... law. GET STARTED. Contact Us. Phone: 303-768-0123. Email: info@coloradoiplaw.com. Mailing Address: 9350 E. Arapahoe Rd. Suite 300. Greenwood Village, CO 80112.",,,,,,,,,coloradoiplaw.com,27,27,1,3343,131,11759,,
